Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,ticker
2024-03-07 00:00:00-05:00,23.28445580307842,23.496959686279297,23.28445580307842,23.496959686279297,7300,0.0,0.0,0.0,QDTE
2024-03-08 00:00:00-05:00,23.547557244295596,23.547557244295596,23.051712919709555,23.061832427978516,19900,0.0,0.0,0.0,QDTE
2024-03-11 00:00:00-04:00,23.132672672649047,24.98955946365355,22.910047296873508,23.082075119018555,10200,0.0,0.0,0.0,QDTE
2024-03-12 00:00:00-04:00,23.203503138436783,23.340113613485155,23.02085015244196,23.310260772705078,5900,0.0,0.0,0.0,QDTE
2024-03-13 00:00:00-04:00,23.30975192202374,23.30975192202374,23.09572906651561,23.101295471191406,10300,0.0,0.0,0.0,QDTE
2024-03-14 00:00:00-04:00,23.203514349360262,23.203514349360262,23.003658294677734,23.003658294677734,6500,0.0,0.0,0.0,QDTE
2024-03-15 00:00:00-04:00,22.85437940175887,22.889798636448116,22.768366499209062,22.81896209716797,4600,0.0,0.0,0.0,QDTE
2024-03-18 00:00:00-04:00,23.18326074110752,23.233856348150358,23.066383614973436,23.137723922729492,7400,0.0,0.0,0.0,QDTE
2024-03-19 00:00:00-04:00,23.02135734589453,23.137728810756393,22.97582051789649,23.08359146118164,6700,0.0,0.0,0.0,QDTE
2024-03-20 00:00:00-04:00,23.213613508085178,23.365402221679688,23.051705289571274,23.365402221679688,6900,0.0,0.0,0.0,QDTE
2024-03-21 00:00:00-04:00,23.6588684349119,23.6588684349119,23.385649426734787,23.460025787353516,5800,0.0,0.0,0.0,QDTE
2024-03-22 00:00:00-04:00,23.426127482831838,23.518212508415104,23.38514568974424,23.451932907104492,6200,0.0,0.0,0.0,QDTE
2024-03-25 00:00:00-04:00,23.436241012790724,23.466599532972317,23.32492836889011,23.456480026245117,55700,0.0,0.0,0.0,QDTE
2024-03-26 00:00:00-04:00,23.555414875665836,23.555414875665836,23.371828079223633,23.371828079223633,23300,0.364,0.0,0.0,QDTE
2024-03-27 00:00:00-04:00,23.458531427820954,23.506979017419773,23.305541394540366,23.448331832885742,15300,0.0,0.0,0.0,QDTE
