Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2025-09-09 00:00:00-04:00,19.112173129609715,19.43006706237793,19.092906385229128,19.43006706237793,253000,0.0,0.0,ACKY
2025-09-10 00:00:00-04:00,19.959888356187125,19.959888356187125,19.237402025915294,19.295202255249023,275300,0.0,0.0,ACKY
2025-09-11 00:00:00-04:00,19.314467971792048,19.50520432689374,19.27882651665557,19.4580020904541,119400,0.0,0.0,ACKY
2025-09-12 00:00:00-04:00,19.651630358822516,19.651630358822516,19.333736405862812,19.39153480529785,66500,0.0,0.0,ACKY
2025-09-15 00:00:00-04:00,19.593830100311607,19.651628494262695,19.487864846919763,19.651628494262695,482500,0.0,0.0,ACKY
2025-09-16 00:00:00-04:00,19.796125397829325,19.796125397829325,19.63139896451092,19.651628494262695,309500,0.0,0.0,ACKY
2025-09-17 00:00:00-04:00,19.738329030389675,19.738329030389675,19.371305424493848,19.474380493164062,202500,0.0,0.0,ACKY
2025-09-18 00:00:00-04:00,19.632363189665842,19.651629934854522,19.479197526336314,19.60924530029297,129000,0.0,0.0,ACKY
2025-09-19 00:00:00-04:00,19.69979601038538,19.806724053317083,19.60153671627751,19.80575942993164,104400,0.0,0.0,ACKY
2025-09-22 00:00:00-04:00,19.863560339434827,19.91172536474308,19.747961706365906,19.84429359436035,119900,0.0,0.0,ACKY
2025-09-23 00:00:00-04:00,19.930992076082756,19.930992076082756,19.662225943669146,19.670896530151367,132300,0.0,0.0,ACKY
2025-09-24 00:00:00-04:00,19.670897797339098,19.675713565220825,19.43970235407703,19.516767501831055,87200,0.0,0.0,ACKY
2025-09-25 00:00:00-04:00,19.256669314099618,19.44933307591002,19.256669314099618,19.407909393310547,117900,0.0,0.0,ACKY
2025-09-26 00:00:00-04:00,19.555298538666886,19.555298538666886,19.381903339736755,19.536033630371094,48300,0.0,0.0,ACKY
2025-09-29 00:00:00-04:00,19.703807279142545,19.703807279142545,19.537983090319692,19.62577247619629,141900,0.252,0.0,ACKY
2025-09-30 00:00:00-04:00,19.64528013972204,19.64528013972204,19.313631756029913,19.479455947875977,136500,0.0,0.0,ACKY
2025-10-01 00:00:00-04:00,19.547737223221226,19.557489945430582,19.411174925836878,19.498964309692383,113300,0.0,0.0,ACKY
2025-10-02 00:00:00-04:00,19.586753845214844,19.586753845214844,19.411175076144268,19.586753845214844,110300,0.0,0.0,ACKY
2025-10-03 00:00:00-04:00,19.606264114379883,19.71356081002089,19.561394519457405,19.606264114379883,78800,0.0,0.0,ACKY
2025-10-06 00:00:00-04:00,19.703808976842307,19.80135109355711,19.586755832089278,19.7711124420166,112100,0.0,0.0,ACKY
2025-10-07 00:00:00-04:00,19.87938500564412,19.87938500564412,19.55749119772803,19.606264114379883,85100,0.0,0.0,ACKY
2025-10-08 00:00:00-04:00,19.664788797881144,19.694052546449626,19.529203259024463,19.674543380737305,54900,0.0,0.0,ACKY
2025-10-09 00:00:00-04:00,19.801350459719835,19.801350459719835,19.45994934115297,19.50872039794922,64000,0.0,0.0,ACKY
2025-10-10 00:00:00-04:00,19.498963992713232,19.59650795768881,19.021000610878918,19.050264358520508,104400,0.0,0.0,ACKY
2025-10-13 00:00:00-04:00,19.411176028076436,19.411176028076436,19.216089944372584,19.381914138793945,74700,0.0,0.0,ACKY
2025-10-14 00:00:00-04:00,19.313632189730857,19.547738468591195,19.167317160815546,19.43751335144043,26000,0.0,0.0,ACKY
2025-10-15 00:00:00-04:00,19.596508174360874,19.664788392449815,19.4462916945652,19.54773712158203,25600,0.0,0.0,ACKY
