Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,ticker
2024-01-11 00:00:00-05:00,46.10988794453581,46.10988794453581,46.10529708862305,46.10529708862305,174600,0.0,0.0,0.0,ZTRE
2024-01-12 00:00:00-05:00,46.20443917505272,46.22555150901463,46.20443917505272,46.22004318237305,700,0.0,0.0,0.0,ZTRE
2024-01-16 00:00:00-05:00,46.128238677978516,46.128238677978516,46.128238677978516,46.128238677978516,100,0.0,0.0,0.0,ZTRE
2024-01-17 00:00:00-05:00,45.976772527873116,45.99513244628906,45.976772527873116,45.99513244628906,45900,0.0,0.0,0.0,ZTRE
2024-01-18 00:00:00-05:00,46.036443404572154,46.036443404572154,46.00431442260742,46.00431442260742,200,0.0,0.0,0.0,ZTRE
2024-01-19 00:00:00-05:00,45.98136525091898,45.98136525091898,45.97218704223633,45.97218704223633,2500,0.0,0.0,0.0,ZTRE
2024-01-22 00:00:00-05:00,46.03644717440701,46.03644717440701,46.01349639892578,46.01349639892578,9900,0.0,0.0,0.0,ZTRE
2024-01-23 00:00:00-05:00,46.00798416137695,46.00798416137695,46.00798416137695,46.00798416137695,100,0.0,0.0,0.0,ZTRE
2024-01-24 00:00:00-05:00,45.999723301342144,46.01808321975809,45.99513244628906,45.99513244628906,1100,0.0,0.0,0.0,ZTRE
2024-01-25 00:00:00-05:00,46.09152044244967,46.1098803612842,46.09152044244967,46.09611129760742,3400,0.0,0.0,0.0,ZTRE
2024-01-26 00:00:00-05:00,46.06397983604206,46.06397983604206,46.0547981262207,46.0547981262207,700,0.0,0.0,0.0,ZTRE
2024-01-29 00:00:00-05:00,46.10988235473633,46.10988235473633,46.10988235473633,46.10988235473633,0,0.0,0.0,0.0,ZTRE
2024-01-30 00:00:00-05:00,46.0547986125199,46.082340240478516,46.04562040439791,46.082340240478516,5200,0.0,0.0,0.0,ZTRE
2024-01-31 00:00:00-05:00,46.229224725758044,46.229224725758044,46.1925048828125,46.1925048828125,100,0.0,0.0,0.0,ZTRE
2024-02-01 00:00:00-05:00,46.27144241333008,46.27144241333008,46.27144241333008,46.27144241333008,0,0.0,0.0,0.0,ZTRE
2024-02-02 00:00:00-05:00,46.08234441959725,46.12089920043945,46.08234441959725,46.12089920043945,300,0.0,0.0,0.0,ZTRE
2024-02-05 00:00:00-05:00,45.999732971191406,45.999732971191406,45.999732971191406,45.999732971191406,100,0.0,0.0,0.0,ZTRE
2024-02-06 00:00:00-05:00,46.09611129760742,46.09611129760742,46.09611129760742,46.09611129760742,0,0.0,0.0,0.0,ZTRE
2024-02-07 00:00:00-05:00,46.10070015851882,46.10070015851882,46.082340240478516,46.082340240478516,200,0.0,0.0,0.0,ZTRE
2024-02-08 00:00:00-05:00,46.0318603515625,46.0318603515625,46.0318603515625,46.0318603515625,0,0.0,0.0,0.0,ZTRE
2024-02-09 00:00:00-05:00,46.02267837524414,46.02267837524414,46.02267837524414,46.02267837524414,100,0.0,0.0,0.0,ZTRE
2024-02-12 00:00:00-05:00,46.031852894636955,46.08234179550244,46.031852894636955,46.059391021728516,1400,0.0,0.0,0.0,ZTRE
2024-02-13 00:00:00-05:00,45.92628794982556,45.92628794982556,45.84734344482422,45.84734344482422,500,0.0,0.0,0.0,ZTRE
2024-02-14 00:00:00-05:00,45.948326110839844,45.948326110839844,45.948326110839844,45.948326110839844,100,0.0,0.0,0.0,ZTRE
2024-02-15 00:00:00-05:00,46.00431442260742,46.00431442260742,46.00431442260742,46.00431442260742,0,0.0,0.0,0.0,ZTRE
2024-02-16 00:00:00-05:00,45.89874644360133,45.90792465209961,45.89874644360133,45.90792465209961,500,0.0,0.0,0.0,ZTRE
2024-02-20 00:00:00-05:00,46.02726702147,46.02726702147,45.99054718017578,45.99054718017578,2600,0.0,0.0,0.0,ZTRE
2024-02-21 00:00:00-05:00,46.01809251022189,46.01809251022189,45.953834533691406,45.953834533691406,300,0.0,0.0,0.0,ZTRE
2024-02-22 00:00:00-05:00,45.908851623535156,45.908851623535156,45.908851623535156,45.908851623535156,0,0.0,0.0,0.0,ZTRE
2024-02-23 00:00:00-05:00,45.95657710253204,45.95657710253204,45.921695709228516,45.921695709228516,2700,0.0,0.0,0.0,ZTRE
2024-02-26 00:00:00-05:00,45.86202648064833,45.87120819091797,45.86202648064833,45.87120819091797,2200,0.0,0.0,0.0,ZTRE
2024-02-27 00:00:00-05:00,45.917109935581436,45.917109935581436,45.882225036621094,45.882225036621094,300,0.0,0.0,0.0,ZTRE
2024-02-28 00:00:00-05:00,45.926292419433594,45.926292419433594,45.926292419433594,45.926292419433594,0,0.0,0.0,0.0,ZTRE
2024-02-29 00:00:00-05:00,45.921695709228516,45.921695709228516,45.921695709228516,45.921695709228516,100,0.0,0.0,0.0,ZTRE
2024-03-01 00:00:00-05:00,46.00017325503929,46.07865524291992,46.00017325503929,46.07865524291992,700,0.29,0.0,0.0,ZTRE
2024-03-04 00:00:00-05:00,46.046336139132706,46.046336139132706,46.02510070800781,46.02510070800781,1800,0.0,0.0,0.0,ZTRE
2024-03-05 00:00:00-05:00,46.08327899237083,46.08420181274414,46.074047266422546,46.08420181274414,400,0.0,0.0,0.0,ZTRE
2024-03-06 00:00:00-05:00,46.1202104256615,46.1202104256615,46.086971282958984,46.086971282958984,1400,0.0,0.0,0.0,ZTRE
2024-03-07 00:00:00-05:00,46.15714445563171,46.17099380493164,46.15714445563171,46.17099380493164,2300,0.0,0.0,0.0,ZTRE
2024-03-08 00:00:00-05:00,46.27717244967972,46.27717244967972,46.22177505493164,46.22177505493164,1700,0.0,0.0,0.0,ZTRE
2024-03-11 00:00:00-04:00,46.21254247834545,46.21254247834545,46.19961594919521,46.209774017333984,500,0.0,0.0,0.0,ZTRE
2024-03-12 00:00:00-04:00,46.14329528808594,46.14329528808594,46.14329528808594,46.14329528808594,0,0.0,0.0,0.0,ZTRE
2024-03-13 00:00:00-04:00,46.12298583984375,46.12298583984375,46.12298583984375,46.12298583984375,100,0.0,0.0,0.0,ZTRE
2024-03-14 00:00:00-04:00,46.04633712768555,46.04633712768555,46.04633712768555,46.04633712768555,0,0.0,0.0,0.0,ZTRE
2024-03-15 00:00:00-04:00,46.00017545299787,46.01864242553711,46.00017545299787,46.01864242553711,200,0.0,0.0,0.0,ZTRE
2024-03-18 00:00:00-04:00,45.935542652755096,46.02787399291992,45.89860870780323,46.02787399291992,2200,0.0,0.0,0.0,ZTRE
2024-03-19 00:00:00-04:00,46.10636901855469,46.10636901855469,46.10636901855469,46.10636901855469,0,0.0,0.0,0.0,ZTRE
2024-03-20 00:00:00-04:00,46.216243743896484,46.216243743896484,46.216243743896484,46.216243743896484,0,0.0,0.0,0.0,ZTRE
2024-03-21 00:00:00-04:00,46.22177505493164,46.22177505493164,46.22177505493164,46.22177505493164,2500,0.0,0.0,0.0,ZTRE
2024-03-22 00:00:00-04:00,46.27347946166992,46.27347946166992,46.27347946166992,46.27347946166992,100,0.0,0.0,0.0,ZTRE
2024-03-25 00:00:00-04:00,46.240238189697266,46.240238189697266,46.240238189697266,46.240238189697266,0,0.0,0.0,0.0,ZTRE
2024-03-26 00:00:00-04:00,46.23562240600586,46.23562240600586,46.23562240600586,46.23562240600586,0,0.0,0.0,0.0,ZTRE
2024-03-27 00:00:00-04:00,46.314105157166956,46.32149124145508,46.30025580884988,46.32149124145508,1000,0.0,0.0,0.0,ZTRE
2024-03-28 00:00:00-04:00,46.30027013672539,46.30027013672539,46.24948682903779,46.263336181640625,800,0.0,0.0,0.0,ZTRE
2024-04-01 00:00:00-04:00,46.16693202483277,46.16693202483277,46.129856748840666,46.15766143798828,900,0.191,0.0,0.0,ZTRE
2024-04-02 00:00:00-04:00,46.15766704115011,46.176204681396484,46.15766704115011,46.176204681396484,1100,0.0,0.0,0.0,ZTRE
2024-04-03 00:00:00-04:00,46.222554407274366,46.222554407274366,46.213287353515625,46.213287353515625,500,0.0,0.0,0.0,ZTRE
2024-04-04 00:00:00-04:00,46.2503547668457,46.2503547668457,46.2503547668457,46.2503547668457,100,0.0,0.0,0.0,ZTRE
2024-04-05 00:00:00-04:00,46.222547014165734,46.222547014165734,46.176204681396484,46.176204681396484,300,0.0,0.0,0.0,ZTRE
2024-04-08 00:00:00-04:00,46.1252326965332,46.1252326965332,46.1252326965332,46.1252326965332,100,0.0,0.0,0.0,ZTRE
2024-04-09 00:00:00-04:00,46.194741447853175,46.194741447853175,46.18547439575195,46.18547439575195,500,0.0,0.0,0.0,ZTRE
2024-04-10 00:00:00-04:00,45.925940824769036,45.925940824769036,45.898136138916016,45.898136138916016,2100,0.0,0.0,0.0,ZTRE
2024-04-11 00:00:00-04:00,45.91668241139922,45.93707275390625,45.912047117654346,45.93707275390625,700,0.0,0.0,0.0,ZTRE
2024-04-12 00:00:00-04:00,46.00937048622151,46.00937048622151,45.99546813964844,45.99546813964844,300,0.0,0.0,0.0,ZTRE
2024-04-15 00:00:00-04:00,45.91668991466987,45.91668991466987,45.88888168334961,45.88888168334961,300,0.0,0.0,0.0,ZTRE
2024-04-16 00:00:00-04:00,45.81471813219006,45.833255767822266,45.81471813219006,45.833255767822266,200,0.0,0.0,0.0,ZTRE
2024-04-17 00:00:00-04:00,45.90741304597548,45.9259506857553,45.90741304597548,45.91204833984375,1700,0.0,0.0,0.0,ZTRE
