"Ticker
","Name
","Fund Type
","Tot Ret Ytd
","Tot Ret 1Y
","Std Dev 6M
"
EUFN US Equity,ISHARES MSCI EUROPE FINANCIA,ETF,49.674,50.549,14.684
EWI US Equity,ISHARES MSCI ITALY ETF,ETF,48.665,48.507,14.666
FEUZ US Equity,FIRST TRUST EUROZONE ALPHADE,ETF,48.05,45.672,14.082
FEP US Equity,FIRST TRUST EUROPE,ETF,45.118,42.574,13.088
IDV US Equity,ISHARES INTERNATIONAL SELECT,ETF,44.07,41.954,9.968
EFAS US Equity,GLOBAL X MSCI SUPERDIVIDEND,ETF,39.944,37.48,9.591
EUHY US Equity,ISHARES EURO HIGH YIELD CORP,ETF,16.266,15.253,6.96
